pm10,so2,co,o3,no2,categori
52.0,28.0,21.0,41.0,11.0,SEDANG
52.0,22.0,28.0,47.0,9.0,SEDANG
41.0,22.0,14.0,29.0,9.0,BAIK
30.0,20.0,10.0,32.0,9.0,BAIK
27.0,22.0,12.0,29.0,8.0,BAIK
39.0,22.0,14.0,32.0,10.0,BAIK
34.0,22.0,14.0,38.0,10.0,BAIK
35.0,22.0,12.0,31.0,9.0,BAIK
46.0,23.0,16.0,32.0,9.0,BAIK
37.0,23.0,26.0,33.0,11.0,BAIK
41.0,26.0,20.0,30.0,11.0,BAIK
52.0,23.0,29.0,24.0,12.0,SEDANG
24.0,24.0,18.0,25.0,8.0,BAIK
34.0,31.0,25.0,23.0,8.0,BAIK
27.0,23.0,9.0,33.0,4.0,BAIK
33.0,26.0,12.0,36.0,8.0,BAIK
34.0,28.0,13.0,27.0,7.0,BAIK
29.0,22.0,13.0,36.0,8.0,BAIK
52.0,60.0,19.0,30.0,8.0,SEDANG
51.0,34.0,21.0,74.0,20.0,SEDANG
37.0,29.0,14.0,31.0,6.0,BAIK
61.0,34.0,36.0,58.0,15.0,SEDANG
47.0,30.0,15.0,33.0,9.0,BAIK
30.0,36.0,14.0,26.0,9.0,BAIK
40.0,36.0,18.0,28.0,15.0,BAIK
49.0,11.0,23.0,38.0,19.0,BAIK
38.0,12.0,21.0,35.0,20.0,BAIK
44.0,10.0,22.0,25.0,16.0,BAIK
29.0,8.0,19.0,27.0,14.0,BAIK
37.0,10.0,24.0,28.0,12.0,BAIK
39.0,8.0,37.0,19.0,15.0,BAIK
24.0,8.0,29.0,21.0,14.0,BAIK
43.0,8.0,30.0,29.0,12.0,BAIK
50.0,9.0,26.0,32.0,18.0,BAIK
51.0,19.0,28.0,25.0,16.0,SEDANG
29.0,8.0,24.0,26.0,12.0,BAIK
35.0,7.0,18.0,33.0,12.0,BAIK
38.0,8.0,25.0,51.0,15.0,SEDANG
53.0,9.0,24.0,31.0,16.0,SEDANG
47.0,10.0,18.0,68.0,19.0,SEDANG
43.0,7.0,16.0,39.0,20.0,BAIK
51.0,6.0,25.0,21.0,18.0,SEDANG
60.0,7.0,51.0,53.0,17.0,SEDANG
52.0,7.0,24.0,41.0,16.0,SEDANG
24.0,5.0,18.0,28.0,12.0,BAIK
45.0,16.0,48.0,23.0,15.0,BAIK
38.0,8.0,27.0,17.0,11.0,BAIK
30.0,5.0,16.0,20.0,13.0,BAIK
35.0,11.0,15.0,22.0,14.0,BAIK
31.0,8.0,16.0,30.0,13.0,BAIK
28.0,5.0,5.0,29.0,9.0,BAIK
20.0,4.0,10.0,27.0,9.0,BAIK
19.0,5.0,14.0,25.0,13.0,BAIK
42.0,5.0,15.0,27.0,13.0,BAIK
33.0,5.0,16.0,22.0,13.0,BAIK
59.0,7.0,40.0,18.0,13.0,SEDANG
45.0,5.0,13.0,28.0,8.0,BAIK
34.0,5.0,15.0,32.0,10.0,BAIK
59.0,5.0,23.0,29.0,14.0,SEDANG
56.0,7.0,19.0,55.0,16.0,SEDANG
35.0,6.0,16.0,30.0,13.0,BAIK
36.0,10.0,19.0,33.0,16.0,BAIK
37.0,7.0,17.0,28.0,17.0,BAIK
45.0,7.0,16.0,39.0,11.0,BAIK
39.0,6.0,12.0,19.0,11.0,BAIK
30.0,5.0,12.0,33.0,11.0,BAIK
40.0,5.0,15.0,38.0,13.0,BAIK
48.0,5.0,19.0,39.0,20.0,BAIK
34.0,4.0,17.0,36.0,12.0,BAIK
64.0,6.0,19.0,87.0,17.0,SEDANG
50.0,3.0,17.0,42.0,13.0,BAIK
50.0,4.0,20.0,36.0,19.0,BAIK
41.0,4.0,21.0,57.0,15.0,SEDANG
44.0,3.0,15.0,54.0,12.0,SEDANG
62.0,7.0,26.0,37.0,14.0,SEDANG
48.0,4.0,12.0,51.0,14.0,SEDANG
43.0,6.0,15.0,37.0,17.0,BAIK
34.0,4.0,7.0,42.0,9.0,BAIK
40.0,4.0,12.0,66.0,13.0,SEDANG
58.0,4.0,20.0,54.0,17.0,SEDANG
33.0,3.0,7.0,63.0,8.0,SEDANG
49.0,4.0,10.0,42.0,10.0,BAIK
43.0,4.0,9.0,62.0,10.0,SEDANG
58.0,6.0,12.0,67.0,14.0,SEDANG
61.0,7.0,7.0,56.0,8.0,SEDANG
47.0,6.0,9.0,68.0,12.0,SEDANG
51.0,11.0,9.0,84.0,10.0,SEDANG
38.0,6.0,12.0,67.0,10.0,SEDANG
32.0,4.0,6.0,33.0,7.0,BAIK
30.0,5.0,4.0,33.0,5.0,BAIK
42.0,6.0,8.0,47.0,7.0,BAIK
50.0,4.0,6.0,63.0,8.0,SEDANG
45.0,4.0,8.0,37.0,9.0,BAIK
26.0,3.0,11.0,35.0,9.0,BAIK
26.0,5.0,5.0,31.0,7.0,BAIK
36.0,3.0,5.0,27.0,10.0,BAIK
50.0,2.0,7.0,71.0,10.0,SEDANG
48.0,2.0,6.0,88.0,6.0,SEDANG
65.0,3.0,14.0,86.0,13.0,SEDANG
40.0,2.0,8.0,46.0,9.0,BAIK
48.0,4.0,8.0,51.0,10.0,SEDANG
40.0,2.0,8.0,46.0,11.0,BAIK
34.0,3.0,7.0,41.0,9.0,BAIK
43.0,2.0,8.0,54.0,9.0,SEDANG
43.0,4.0,5.0,72.0,7.0,SEDANG
59.0,5.0,7.0,87.0,9.0,SEDANG
74.0,14.0,6.0,47.0,11.0,SEDANG
45.0,5.0,5.0,43.0,7.0,BAIK
43.0,4.0,3.0,27.0,8.0,BAIK
46.0,3.0,7.0,45.0,8.0,BAIK
57.0,3.0,5.0,45.0,8.0,SEDANG
36.0,1.0,4.0,71.0,8.0,SEDANG
49.0,2.0,7.0,45.0,13.0,BAIK
53.0,4.0,6.0,52.0,11.0,SEDANG
61.0,5.0,6.0,33.0,14.0,SEDANG
32.0,2.0,12.0,29.0,9.0,BAIK
52.0,5.0,11.0,35.0,9.0,SEDANG
50.0,4.0,4.0,30.0,8.0,BAIK
51.0,7.0,7.0,34.0,9.0,SEDANG
44.0,4.0,4.0,29.0,7.0,BAIK
50.0,4.0,3.0,48.0,9.0,BAIK
60.0,4.0,4.0,60.0,10.0,SEDANG
56.0,4.0,3.0,34.0,12.0,SEDANG
64.0,5.0,3.0,44.0,12.0,SEDANG
44.0,2.0,4.0,47.0,8.0,BAIK
47.0,3.0,4.0,62.0,10.0,SEDANG
54.0,2.0,3.0,38.0,8.0,SEDANG
56.0,7.0,9.0,42.0,9.0,SEDANG
60.0,7.0,7.0,40.0,9.0,SEDANG
58.0,6.0,8.0,57.0,8.0,SEDANG
60.0,6.0,8.0,83.0,7.0,SEDANG
54.0,4.0,6.0,43.0,10.0,SEDANG
30.0,8.0,8.0,59.0,13.0,SEDANG
50.0,12.0,10.0,34.0,8.0,BAIK
27.0,7.0,7.0,49.0,9.0,BAIK
58.0,8.0,7.0,42.0,8.0,SEDANG
42.0,3.0,10.0,52.0,8.0,SEDANG
41.0,3.0,8.0,43.0,5.0,BAIK
26.0,2.0,4.0,27.0,5.0,BAIK
32.0,4.0,5.0,29.0,8.0,BAIK
22.0,4.0,4.0,65.0,8.0,SEDANG
44.0,5.0,6.0,90.0,16.0,SEDANG
58.0,8.0,6.0,74.0,12.0,SEDANG
52.0,16.0,7.0,41.0,10.0,SEDANG
48.0,14.0,7.0,46.0,9.0,BAIK
50.0,14.0,10.0,45.0,9.0,BAIK
44.0,14.0,7.0,37.0,8.0,BAIK
41.0,14.0,4.0,31.0,8.0,BAIK
45.0,18.0,4.0,28.0,8.0,BAIK
56.0,18.0,6.0,60.0,12.0,SEDANG
69.0,18.0,7.0,74.0,13.0,SEDANG
55.0,16.0,5.0,65.0,9.0,SEDANG
59.0,15.0,5.0,33.0,10.0,SEDANG
58.0,14.0,6.0,41.0,12.0,SEDANG
67.0,16.0,10.0,34.0,10.0,SEDANG
63.0,16.0,6.0,40.0,10.0,SEDANG
49.0,15.0,6.0,58.0,13.0,SEDANG
60.0,16.0,6.0,61.0,10.0,SEDANG
60.0,15.0,6.0,61.0,12.0,SEDANG
70.0,13.0,8.0,54.0,13.0,SEDANG
67.0,16.0,8.0,35.0,11.0,SEDANG
56.0,15.0,5.0,49.0,8.0,SEDANG
60.0,17.0,6.0,56.0,9.0,SEDANG
57.0,15.0,6.0,47.0,11.0,SEDANG
61.0,17.0,12.0,67.0,17.0,SEDANG
63.0,16.0,6.0,61.0,10.0,SEDANG
67.0,20.0,6.0,34.0,11.0,SEDANG
53.0,18.0,7.0,41.0,15.0,SEDANG
53.0,15.0,7.0,77.0,11.0,SEDANG
76.0,19.0,13.0,64.0,23.0,SEDANG
70.0,18.0,10.0,61.0,19.0,SEDANG
65.0,20.0,6.0,42.0,14.0,SEDANG
72.0,21.0,6.0,47.0,11.0,SEDANG
68.0,20.0,5.0,57.0,11.0,SEDANG
75.0,20.0,6.0,53.0,15.0,SEDANG
69.0,18.0,6.0,65.0,11.0,SEDANG
68.0,17.0,7.0,47.0,11.0,SEDANG
54.0,18.0,7.0,32.0,9.0,SEDANG
70.0,18.0,8.0,43.0,12.0,SEDANG
63.0,20.0,5.0,40.0,9.0,SEDANG
58.0,21.0,7.0,39.0,12.0,SEDANG
53.0,22.0,6.0,33.0,12.0,SEDANG
60.0,20.0,6.0,59.0,15.0,SEDANG
54.0,16.0,8.0,67.0,12.0,SEDANG
62.0,19.0,8.0,80.0,17.0,SEDANG
73.0,17.0,9.0,47.0,16.0,SEDANG
62.0,17.0,6.0,60.0,9.0,SEDANG
61.0,19.0,5.0,44.0,10.0,SEDANG
64.0,21.0,6.0,55.0,16.0,SEDANG
57.0,16.0,6.0,31.0,12.0,SEDANG
48.0,19.0,5.0,24.0,11.0,BAIK
56.0,24.0,7.0,39.0,10.0,SEDANG
55.0,21.0,7.0,54.0,15.0,SEDANG
68.0,17.0,6.0,66.0,10.0,SEDANG
66.0,16.0,8.0,77.0,12.0,SEDANG
59.0,19.0,8.0,58.0,12.0,SEDANG
56.0,16.0,6.0,49.0,15.0,SEDANG
62.0,16.0,7.0,85.0,11.0,SEDANG
60.0,18.0,7.0,56.0,13.0,SEDANG
64.0,18.0,7.0,60.0,11.0,SEDANG
59.0,19.0,5.0,45.0,10.0,SEDANG
58.0,21.0,6.0,56.0,11.0,SEDANG
68.0,20.0,7.0,89.0,14.0,SEDANG
66.0,19.0,7.0,107.0,14.0,TIDAK SEHAT
68.0,17.0,7.0,104.0,12.0,TIDAK SEHAT
56.0,19.0,7.0,62.0,14.0,SEDANG
65.0,18.0,7.0,84.0,13.0,SEDANG
75.0,17.0,11.0,77.0,15.0,SEDANG
71.0,18.0,9.0,65.0,11.0,SEDANG
61.0,19.0,5.0,61.0,11.0,SEDANG
67.0,20.0,7.0,70.0,12.0,SEDANG
70.0,23.0,6.0,55.0,16.0,SEDANG
65.0,19.0,6.0,72.0,12.0,SEDANG
64.0,18.0,6.0,58.0,14.0,SEDANG
54.0,15.0,6.0,65.0,12.0,SEDANG
58.0,18.0,5.0,47.0,11.0,SEDANG
60.0,20.0,5.0,34.0,10.0,SEDANG
68.0,19.0,14.0,49.0,17.0,SEDANG
53.0,16.0,7.0,41.0,12.0,SEDANG
40.0,16.0,8.0,43.0,16.0,BAIK
58.0,18.0,10.0,29.0,12.0,SEDANG
50.0,19.0,4.0,44.0,10.0,BAIK
52.0,16.0,7.0,52.0,10.0,SEDANG
52.0,17.0,10.0,66.0,13.0,SEDANG
65.0,18.0,15.0,39.0,18.0,SEDANG
54.0,17.0,6.0,40.0,13.0,SEDANG
46.0,18.0,3.0,41.0,9.0,BAIK
58.0,21.0,5.0,42.0,11.0,SEDANG
63.0,22.0,7.0,53.0,13.0,SEDANG
55.0,18.0,5.0,44.0,11.0,SEDANG
57.0,20.0,7.0,53.0,14.0,SEDANG
52.0,20.0,5.0,66.0,11.0,SEDANG
55.0,18.0,5.0,52.0,11.0,SEDANG
57.0,19.0,5.0,48.0,16.0,SEDANG
59.0,20.0,4.0,54.0,8.0,SEDANG
56.0,19.0,4.0,58.0,6.0,SEDANG
57.0,20.0,6.0,68.0,14.0,SEDANG
63.0,20.0,6.0,60.0,11.0,SEDANG
57.0,18.0,6.0,81.0,13.0,SEDANG
58.0,18.0,8.0,65.0,13.0,SEDANG
48.0,19.0,5.0,44.0,9.0,SEDANG
50.0,17.0,5.0,88.0,12.0,SEDANG
59.0,17.0,7.0,84.0,12.0,SEDANG
58.0,22.0,5.0,47.0,12.0,SEDANG
56.0,22.0,4.0,39.0,9.0,SEDANG
56.0,18.0,6.0,78.0,13.0,SEDANG
68.0,18.0,7.0,70.0,22.0,SEDANG
59.0,18.0,7.0,99.0,18.0,SEDANG
60.0,18.0,7.0,86.0,11.0,SEDANG
57.0,18.0,6.0,58.0,11.0,SEDANG
55.0,16.0,6.0,69.0,12.0,SEDANG
57.0,16.0,7.0,59.0,14.0,SEDANG
45.0,18.0,4.0,49.0,10.0,SEDANG
52.0,19.0,4.0,42.0,10.0,SEDANG
60.0,22.0,5.0,68.0,11.0,SEDANG
44.0,19.0,3.0,35.0,6.0,SEDANG
46.0,18.0,8.0,64.0,9.0,SEDANG
37.0,15.0,6.0,82.0,11.0,SEDANG
54.0,20.0,7.0,78.0,12.0,SEDANG
57.0,17.0,6.0,82.0,14.0,SEDANG
62.0,19.0,6.0,65.0,11.0,SEDANG
69.0,19.0,10.0,91.0,14.0,TIDAK SEHAT
61.0,17.0,11.0,77.0,13.0,SEDANG
42.0,16.0,5.0,70.0,10.0,SEDANG
52.0,19.0,6.0,66.0,11.0,SEDANG
55.0,19.0,6.0,47.0,11.0,SEDANG
50.0,19.0,4.0,50.0,10.0,SEDANG
53.0,22.0,6.0,69.0,12.0,SEDANG
50.0,17.0,9.0,71.0,14.0,SEDANG
53.0,18.0,8.0,75.0,16.0,SEDANG
40.0,16.0,5.0,95.0,10.0,SEDANG
42.0,17.0,5.0,70.0,11.0,SEDANG
52.0,20.0,5.0,68.0,13.0,SEDANG
46.0,20.0,5.0,83.0,11.0,SEDANG
60.0,18.0,7.0,87.0,14.0,SEDANG
53.0,17.0,7.0,60.0,11.0,SEDANG
44.0,18.0,6.0,74.0,11.0,SEDANG
57.0,19.0,7.0,86.0,16.0,SEDANG
61.0,21.0,9.0,75.0,11.0,SEDANG
63.0,18.0,8.0,63.0,20.0,SEDANG
60.0,20.0,7.0,70.0,17.0,SEDANG
56.0,19.0,7.0,76.0,20.0,SEDANG
51.0,17.0,9.0,61.0,22.0,SEDANG
50.0,16.0,7.0,51.0,14.0,SEDANG
54.0,16.0,7.0,60.0,11.0,SEDANG
54.0,18.0,11.0,43.0,15.0,SEDANG
57.0,18.0,11.0,71.0,15.0,SEDANG
48.0,17.0,10.0,44.0,13.0,SEDANG
26.0,15.0,3.0,23.0,7.0,BAIK
47.0,23.0,6.0,61.0,11.0,SEDANG
39.0,17.0,7.0,48.0,11.0,SEDANG
41.0,18.0,8.0,77.0,20.0,SEDANG
40.0,16.0,9.0,77.0,15.0,SEDANG
55.0,18.0,18.0,60.0,16.0,SEDANG
51.0,17.0,7.0,40.0,14.0,SEDANG
52.0,18.0,5.0,35.0,9.0,SEDANG
35.0,20.0,3.0,48.0,8.0,SEDANG
49.0,67.0,18.0,10.0,40.0,SEDANG
23.0,27.0,15.0,3.0,32.0,BAIK
43.0,64.0,19.0,6.0,53.0,SEDANG
42.0,62.0,20.0,5.0,59.0,SEDANG
51.0,70.0,17.0,11.0,50.0,SEDANG
79.0,106.0,23.0,13.0,49.0,TIDAK SEHAT
61.0,85.0,19.0,14.0,45.0,SEDANG
60.0,85.0,16.0,17.0,57.0,SEDANG
62.0,95.0,20.0,13.0,57.0,SEDANG
62.0,92.0,18.0,8.0,53.0,SEDANG
61.0,97.0,20.0,10.0,62.0,SEDANG
53.0,80.0,20.0,6.0,49.0,SEDANG
53.0,68.0,20.0,5.0,34.0,SEDANG
54.0,78.0,20.0,7.0,79.0,SEDANG
52.0,73.0,21.0,6.0,41.0,SEDANG
51.0,70.0,20.0,5.0,42.0,SEDANG
57.0,84.0,18.0,7.0,60.0,SEDANG
57.0,79.0,18.0,9.0,71.0,SEDANG
58.0,84.0,18.0,13.0,64.0,SEDANG
53.0,68.0,20.0,5.0,34.0,SEDANG
54.0,82.0,18.0,15.0,48.0,SEDANG
51.0,69.0,18.0,15.0,45.0,SEDANG
62.0,93.0,20.0,11.0,51.0,SEDANG
44.0,56.0,19.0,8.0,53.0,SEDANG
39.0,63.0,19.0,8.0,48.0,SEDANG
47.0,69.0,21.0,9.0,55.0,SEDANG
44.0,59.0,20.0,8.0,41.0,SEDANG
46.0,66.0,18.0,7.0,65.0,SEDANG
37.0,56.0,17.0,7.0,24.0,SEDANG
18.0,21.0,16.0,4.0,27.0,BAIK
22.0,17.0,4.0,19.0,8.0,BAIK
25.0,18.0,4.0,28.0,7.0,BAIK
29.0,19.0,8.0,48.0,14.0,BAIK
39.0,29.0,8.0,52.0,17.0,SEDANG
28.0,22.0,7.0,34.0,11.0,BAIK
31.0,22.0,7.0,30.0,9.0,BAIK
25.0,22.0,6.0,18.0,9.0,BAIK
36.0,31.0,8.0,23.0,8.0,SEDANG
32.0,22.0,5.0,25.0,8.0,BAIK
32.0,30.0,4.0,25.0,7.0,BAIK
32.0,24.0,9.0,21.0,12.0,BAIK
23.0,19.0,6.0,29.0,10.0,BAIK
29.0,20.0,5.0,29.0,6.0,BAIK
25.0,18.0,4.0,29.0,9.0,BAIK
26.0,18.0,6.0,24.0,8.0,BAIK
21.0,17.0,5.0,19.0,7.0,BAIK
24.0,21.0,5.0,30.0,7.0,BAIK
25.0,19.0,5.0,25.0,8.0,BAIK
27.0,19.0,6.0,24.0,9.0,BAIK
37.0,20.0,9.0,19.0,8.0,BAIK
17.0,17.0,4.0,14.0,5.0,BAIK
23.0,19.0,6.0,16.0,10.0,BAIK
40.0,26.0,8.0,31.0,8.0,SEDANG
23.0,23.0,4.0,25.0,5.0,BAIK
23.0,26.0,3.0,30.0,6.0,BAIK
24.0,26.0,5.0,35.0,5.0,BAIK
26.0,27.0,4.0,33.0,8.0,BAIK
21.0,23.0,5.0,28.0,6.0,BAIK
19.0,22.0,4.0,25.0,7.0,BAIK
26.0,25.0,8.0,29.0,10.0,BAIK
38.0,29.0,6.0,31.0,13.0,SEDANG
27.0,27.0,7.0,47.0,7.0,BAIK
44.0,25.0,7.0,40.0,13.0,SEDANG
30.0,24.0,4.0,32.0,7.0,BAIK
38.0,24.0,6.0,31.0,9.0,SEDANG
41.0,23.0,13.0,46.0,13.0,SEDANG
35.0,22.0,6.0,39.0,10.0,BAIK
37.0,26.0,16.0,17.0,10.0,SEDANG
47.0,16.0,27.0,22.0,12.0,SEDANG
23.0,16.0,11.0,33.0,8.0,BAIK
38.0,17.0,14.0,27.0,10.0,SEDANG
29.0,20.0,12.0,26.0,15.0,BAIK
34.0,17.0,13.0,20.0,9.0,BAIK
36.0,15.0,15.0,26.0,13.0,SEDANG
42.0,14.0,15.0,32.0,12.0,SEDANG
52.0,15.0,17.0,25.0,14.0,SEDANG
52.0,17.0,15.0,26.0,14.0,SEDANG
40.0,16.0,11.0,26.0,12.0,SEDANG
31.0,13.0,12.0,25.0,12.0,BAIK
35.0,12.0,12.0,22.0,13.0,BAIK
43.0,13.0,14.0,28.0,15.0,SEDANG
49.0,14.0,14.0,28.0,15.0,SEDANG
72.0,14.0,43.0,44.0,20.0,TIDAK SEHAT
33.0,12.0,14.0,23.0,10.0,BAIK
56.0,13.0,29.0,62.0,15.0,SEDANG
52.0,14.0,19.0,28.0,13.0,SEDANG
20.0,13.0,10.0,19.0,8.0,BAIK
27.0,14.0,18.0,17.0,11.0,BAIK
30.0,16.0,17.0,24.0,11.0,SEDANG
27.0,13.0,16.0,24.0,12.0,BAIK
36.0,13.0,16.0,26.0,10.0,SEDANG
59.0,21.0,26.0,15.0,31.0,SEDANG
30.0,21.0,14.0,16.0,24.0,BAIK
23.0,19.0,11.0,14.0,19.0,BAIK
36.0,23.0,14.0,12.0,24.0,SEDANG
29.0,20.0,14.0,12.0,21.0,BAIK
27.0,21.0,8.0,21.0,15.0,BAIK
25.0,19.0,7.0,19.0,12.0,BAIK
24.0,19.0,10.0,18.0,17.0,BAIK
33.0,22.0,12.0,14.0,22.0,BAIK
32.0,21.0,10.0,12.0,16.0,BAIK
26.0,23.0,13.0,9.0,17.0,BAIK
41.0,26.0,16.0,10.0,16.0,SEDANG
25.0,20.0,9.0,19.0,16.0,BAIK
33.0,18.0,11.0,19.0,19.0,BAIK
34.0,20.0,13.0,17.0,25.0,BAIK
26.0,18.0,11.0,18.0,26.0,BAIK
39.0,23.0,23.0,12.0,33.0,SEDANG
43.0,29.0,13.0,12.0,29.0,SEDANG
29.0,19.0,20.0,12.0,23.0,BAIK
30.0,18.0,11.0,18.0,20.0,BAIK
31.0,18.0,10.0,16.0,17.0,BAIK
51.0,20.0,18.0,11.0,23.0,SEDANG
50.0,22.0,11.0,20.0,23.0,SEDANG
30.0,22.0,10.0,9.0,16.0,BAIK
31.0,26.0,12.0,14.0,17.0,BAIK
29.0,18.0,13.0,18.0,20.0,BAIK
49.0,23.0,15.0,17.0,31.0,SEDANG
43.0,19.0,12.0,19.0,18.0,SEDANG
37.0,20.0,12.0,12.0,17.0,SEDANG
38.0,20.0,15.0,14.0,28.0,SEDANG
49.0,19.0,21.0,17.0,35.0,SEDANG
51.0,22.0,18.0,19.0,31.0,SEDANG
52.0,20.0,16.0,16.0,30.0,SEDANG
51.0,20.0,22.0,15.0,37.0,SEDANG
57.0,23.0,23.0,19.0,31.0,SEDANG
47.0,21.0,16.0,11.0,19.0,SEDANG
36.0,23.0,15.0,10.0,22.0,BAIK
45.0,20.0,20.0,14.0,27.0,SEDANG
27.0,19.0,9.0,15.0,21.0,BAIK
44.0,24.0,12.0,13.0,25.0,SEDANG
37.0,27.0,13.0,13.0,25.0,SEDANG
39.0,23.0,14.0,10.0,19.0,SEDANG
45.0,29.0,18.0,13.0,34.0,SEDANG
55.0,32.0,13.0,21.0,36.0,SEDANG
59.0,25.0,19.0,20.0,45.0,SEDANG
64.0,30.0,15.0,25.0,40.0,TIDAK SEHAT
60.0,29.0,14.0,24.0,35.0,SEDANG
55.0,28.0,16.0,19.0,31.0,SEDANG
43.0,21.0,11.0,18.0,17.0,SEDANG
38.0,21.0,13.0,14.0,18.0,SEDANG
37.0,23.0,11.0,12.0,16.0,SEDANG
32.0,21.0,10.0,9.0,15.0,SEDANG
25.0,22.0,9.0,14.0,17.0,BAIK
50.0,23.0,19.0,19.0,28.0,SEDANG
53.0,29.0,13.0,18.0,33.0,SEDANG
54.0,20.0,15.0,31.0,31.0,SEDANG
55.0,19.0,19.0,21.0,37.0,SEDANG
53.0,24.0,15.0,14.0,30.0,SEDANG
43.0,22.0,13.0,15.0,23.0,SEDANG
26.0,22.0,11.0,13.0,19.0,BAIK
41.0,27.0,11.0,17.0,19.0,SEDANG
25.0,20.0,8.0,18.0,22.0,BAIK
57.0,21.0,23.0,14.0,33.0,SEDANG
52.0,22.0,15.0,18.0,27.0,SEDANG
33.0,27.0,10.0,14.0,18.0,SEDANG
30.0,25.0,11.0,13.0,19.0,BAIK
38.0,33.0,12.0,13.0,22.0,SEDANG
54.0,26.0,14.0,15.0,28.0,SEDANG
48.0,23.0,13.0,17.0,29.0,SEDANG
45.0,31.0,12.0,25.0,31.0,SEDANG
55.0,26.0,20.0,15.0,31.0,SEDANG
55.0,23.0,18.0,21.0,40.0,SEDANG
51.0,27.0,15.0,25.0,32.0,SEDANG
56.0,24.0,24.0,21.0,40.0,SEDANG
55.0,24.0,20.0,16.0,42.0,SEDANG
65.0,24.0,19.0,19.0,41.0,TIDAK SEHAT
57.0,24.0,11.0,25.0,26.0,SEDANG
63.0,25.0,14.0,26.0,30.0,SEDANG
56.0,25.0,12.0,21.0,30.0,SEDANG
63.0,24.0,19.0,14.0,37.0,SEDANG
54.0,25.0,14.0,23.0,40.0,SEDANG
66.0,25.0,16.0,21.0,42.0,SEDANG
66.0,23.0,18.0,30.0,40.0,SEDANG
63.0,24.0,15.0,17.0,36.0,SEDANG
56.0,26.0,10.0,22.0,24.0,SEDANG
62.0,26.0,12.0,23.0,28.0,SEDANG
54.0,21.0,15.0,21.0,34.0,SEDANG
57.0,23.0,17.0,18.0,38.0,SEDANG
61.0,23.0,18.0,20.0,42.0,SEDANG
52.0,23.0,10.0,20.0,33.0,SEDANG
50.0,22.0,9.0,18.0,17.0,SEDANG
53.0,26.0,10.0,20.0,20.0,SEDANG
59.0,31.0,14.0,14.0,26.0,SEDANG
58.0,22.0,18.0,14.0,38.0,SEDANG
49.0,19.0,16.0,18.0,38.0,SEDANG
54.0,20.0,26.0,19.0,45.0,SEDANG
52.0,20.0,12.0,19.0,28.0,SEDANG
41.0,18.0,9.0,26.0,21.0,SEDANG
47.0,19.0,10.0,25.0,21.0,SEDANG
60.0,24.0,12.0,25.0,24.0,SEDANG
59.0,21.0,10.0,25.0,21.0,SEDANG
70.0,24.0,14.0,24.0,20.0,TIDAK SEHAT
52.0,24.0,8.0,25.0,14.0,SEDANG
51.0,26.0,11.0,20.0,19.0,SEDANG
51.0,23.0,8.0,20.0,16.0,SEDANG
47.0,22.0,11.0,24.0,24.0,SEDANG
40.0,24.0,10.0,23.0,26.0,SEDANG
52.0,23.0,17.0,19.0,36.0,SEDANG
57.0,24.0,12.0,23.0,27.0,SEDANG
52.0,24.0,15.0,22.0,34.0,SEDANG
56.0,22.0,16.0,28.0,36.0,SEDANG
60.0,24.0,21.0,27.0,37.0,SEDANG
74.0,22.0,20.0,23.0,38.0,TIDAK SEHAT
44.0,23.0,15.0,23.0,35.0,SEDANG
56.0,27.0,11.0,21.0,24.0,SEDANG
51.0,27.0,8.0,16.0,20.0,SEDANG
54.0,29.0,12.0,16.0,24.0,SEDANG
56.0,23.0,14.0,17.0,32.0,SEDANG
47.0,24.0,16.0,18.0,29.0,SEDANG
55.0,21.0,15.0,19.0,33.0,SEDANG
59.0,22.0,18.0,19.0,35.0,SEDANG
59.0,21.0,20.0,24.0,38.0,SEDANG
54.0,22.0,20.0,17.0,41.0,SEDANG
63.0,20.0,13.0,14.0,30.0,SEDANG
59.0,23.0,20.0,19.0,38.0,SEDANG
59.0,22.0,15.0,19.0,32.0,SEDANG
52.0,24.0,13.0,28.0,31.0,SEDANG
58.0,26.0,16.0,24.0,38.0,SEDANG
58.0,24.0,14.0,23.0,34.0,SEDANG
66.0,23.0,23.0,18.0,47.0,SEDANG
59.0,22.0,15.0,23.0,40.0,SEDANG
57.0,24.0,17.0,27.0,35.0,SEDANG
51.0,23.0,14.0,25.0,25.0,SEDANG
58.0,25.0,13.0,22.0,26.0,SEDANG
62.0,31.0,13.0,17.0,29.0,SEDANG
56.0,39.0,18.0,13.0,35.0,SEDANG
56.0,28.0,25.0,17.0,39.0,SEDANG
64.0,29.0,17.0,16.0,34.0,SEDANG
54.0,26.0,21.0,13.0,45.0,SEDANG
75.0,33.0,25.0,21.0,44.0,TIDAK SEHAT
52.0,24.0,16.0,18.0,31.0,SEDANG
44.0,27.0,15.0,16.0,32.0,SEDANG
54.0,26.0,17.0,24.0,43.0,SEDANG
65.0,31.0,17.0,17.0,39.0,SEDANG
59.0,36.0,14.0,17.0,32.0,SEDANG
54.0,31.0,10.0,21.0,23.0,SEDANG
65.0,27.0,18.0,22.0,32.0,SEDANG
55.0,24.0,18.0,26.0,38.0,SEDANG
66.0,30.0,15.0,20.0,28.0,SEDANG
65.0,26.0,19.0,19.0,38.0,SEDANG
55.0,27.0,14.0,20.0,31.0,SEDANG
55.0,33.0,16.0,14.0,30.0,SEDANG
58.0,33.0,12.0,19.0,25.0,SEDANG
